,Unnamed: 0,predicted_value,ground_truth
0,0,51.49810510031877,46.0
1,1,62.02662740207583,52.0
2,2,48.25067140266083,40.0
3,3,83.87379608279642,85.0
4,4,79.17521031504245,71.0
5,5,20.03386953650211,19.0
6,6,84.36959420583543,77.0
7,7,77.16169433173971,75.0
8,8,57.85819392170453,64.0
9,9,41.63890725040081,48.0
10,10,70.7509586487592,69.0
11,11,84.46749748540248,80.0
12,12,45.48155551095862,47.0
13,13,70.3659045679398,70.0
14,14,49.62227344099237,52.0
15,15,85.51810095441168,75.0
16,16,72.3671585271884,77.0
17,17,72.06045118413093,79.0
18,18,28.900935807138488,28.0
19,19,62.1118948889106,56.0
20,20,72.81533128639859,81.0
21,21,82.49192505145903,85.0
22,22,62.76946250726378,58.0
23,23,35.84606786055679,34.0
24,24,33.29698235544905,41.0
25,25,79.27694773782407,78.0
26,26,76.75809650166244,73.0
27,27,40.360196374232856,37.0
28,28,80.07428072769713,68.0
29,29,62.99301596507617,66.0
30,30,71.34274297975797,72.0
31,31,67.98892868777145,63.0
32,32,61.622657009025815,62.0
33,33,51.92980068934961,48.0
34,34,68.33309729802286,67.0
35,35,55.66928879473799,35.0
36,36,65.59922055843774,65.0
37,37,67.11904840317487,68.0
38,38,55.96486024259743,61.0
39,39,57.61421943130561,60.0
40,40,81.3761230622209,83.0
41,41,44.360921054423635,37.0
42,42,81.00314894393824,79.0
