,Unnamed: 0,predicted_value,ground_truth
0,0,48.63061060116637,45.0
1,1,88.80648924871332,79.0
2,2,74.91737976244428,70.0
3,3,27.799854544421216,26.0
4,4,74.09915218845812,78.0
5,5,84.69665422123317,82.0
6,6,70.61318062897202,65.0
7,7,75.48662681058887,72.0
8,8,77.07420788472425,71.0
9,9,24.682626451475365,30.0
10,10,36.797771582584076,44.0
11,11,65.01579308692406,64.0
12,12,39.805108242022875,32.0
13,13,62.720945162256506,68.0
14,14,76.23125714317639,74.0
15,15,54.13077785724438,59.0
16,16,61.09332553121587,63.0
17,17,82.9939178964126,86.0
18,18,66.36121020446429,77.0
19,19,29.226405732501494,41.0
20,20,46.07302937995583,48.0
21,21,86.20041875004814,77.0
22,22,75.12538687350312,80.0
23,23,62.8481462663576,61.0
24,24,55.3962966926261,55.0
25,25,76.98355873697484,87.0
26,26,65.40789690050543,62.0
27,27,67.89268253944712,66.0
28,28,41.22492426009147,41.0
29,29,38.278845458061724,53.0
30,30,80.78320101410866,73.0
31,31,80.52916633578441,81.0
32,32,74.11937866496277,83.0
33,33,40.74404841444605,22.0
34,34,73.08055176497191,79.0
35,35,73.81487769443773,66.0
36,36,44.21487848295366,53.0
37,37,39.91138727615907,38.0
38,38,82.16753066580728,78.0
39,39,80.12196789745057,69.0
40,40,83.45508772732686,80.0
41,41,52.44794241198959,60.0
42,42,34.62943286852255,51.0
