,Unnamed: 0,predicted_value,ground_truth
0,0,42.62653666396967,45.0
1,1,82.74983569752084,79.0
2,2,77.69687964943581,70.0
3,3,23.876450112236782,26.0
4,4,81.70350035298917,78.0
5,5,85.23941662800964,82.0
6,6,67.11537815741733,65.0
7,7,78.09971421292487,72.0
8,8,71.79137474103015,71.0
9,9,28.486465797632633,30.0
10,10,44.28499273601881,44.0
11,11,67.3972366624483,64.0
12,12,34.088467034104404,32.0
13,13,67.54430535928911,68.0
14,14,71.71501842361376,74.0
15,15,70.87927327075367,59.0
16,16,59.98104171335707,63.0
17,17,83.57226018987816,86.0
18,18,81.77954969818933,77.0
19,19,29.408313031499606,41.0
20,20,34.13550025355509,48.0
21,21,85.59888834457084,77.0
22,22,81.62642615566544,80.0
23,23,62.86440031840301,61.0
24,24,42.7352459192974,55.0
25,25,75.62626745207059,87.0
26,26,75.45615166796907,62.0
27,27,64.64911502984452,66.0
28,28,33.66536867868562,41.0
29,29,55.85482753487086,53.0
30,30,78.52004860984522,73.0
31,31,71.55693981775643,81.0
32,32,79.34766504173437,83.0
33,33,29.26969815612646,22.0
34,34,77.53279453997672,79.0
35,35,62.57507417036294,66.0
36,36,46.86281005040398,53.0
37,37,45.571564053580445,38.0
38,38,77.8307872146422,78.0
39,39,67.65108093136476,69.0
40,40,87.8215001310697,80.0
41,41,67.89238768149556,60.0
42,42,34.637954552535064,51.0
