,Unnamed: 0,predicted_value,ground_truth
0,0,5.197710353503855,9.25
1,1,18.33240258013659,12.75
2,2,15.77386213522933,13.9
3,3,12.03272832645486,13.41
4,4,13.67902552251667,14.79
5,5,7.509880978755084,11.32
6,6,16.28783280418721,11.66
7,7,12.72808058244983,13.33
8,8,6.882448516281623,11.03
9,9,22.44125544829993,17.3
10,10,15.497106252277282,10.4
11,11,12.987550218720399,7.0
12,12,9.361938562967868,9.97
13,13,12.658412027001617,12.44
14,14,12.674388292021645,12.77
15,15,14.874725062132695,12.6
16,16,25.886201979477462,18.0
17,17,13.205952565817825,8.82
18,18,19.428751245201923,15.3
19,19,17.723907619545688,14.18
20,20,5.26451729852656,9.4
21,21,13.781810329577969,15.95
22,22,10.182726862325588,12.07
23,23,20.648058010972655,12.2
24,24,25.37062032983559,18.7379
25,25,20.389152217941483,11.92
26,26,19.597707083858033,14.38
27,27,12.417301211394237,10.79
28,28,26.47053434951995,17.9
29,29,13.430796715939772,16.88
30,30,11.35445670513301,9.41
31,31,21.32662427218275,17.4
32,32,24.643334621203397,16.93
33,33,16.435612725694597,10.29
34,34,10.543764591298757,10.83
35,35,19.818983759649527,15.6
36,36,16.792199060672534,16.6
37,37,14.846520181894343,13.72
38,38,3.8485988191207716,8.2464
39,39,23.460976545304504,13.3
40,40,17.56157375938534,14.0
41,41,22.19523326131781,16.5
