,Unnamed: 0,predicted_value,ground_truth
0,0,10.225272474251039,8.39
1,1,10.037025586522283,15.7
2,2,18.711262648432424,16.1
3,3,15.26765950558679,9.15
4,4,19.023185467894724,23.0
5,5,7.923838357404513,7.7502
6,6,8.429655630728549,9.5202
7,7,24.385875261488394,34.0068
8,8,8.043431060789045,9.2
9,9,7.346547410930351,11.56
10,10,13.84029023027009,17.78
11,11,21.907463623615556,26.0
12,12,34.971448447259334,21.0
13,13,11.135644675547725,13.12
14,14,16.559863861711953,16.03
15,15,19.59376755240602,17.6
16,16,31.414262111982744,39.2526
17,17,16.81602754789619,13.8097
18,18,10.990493760102384,12.76
19,19,11.807881723520882,9.69
20,20,13.84966030686307,10.69
21,21,8.199307812240125,10.5
22,22,15.993082811282767,9.31
23,23,13.928107859200642,12.9391
24,24,17.110062931631237,14.1
25,25,10.018757802000493,9.97
26,26,20.51819057433159,25.34
27,27,31.77404262524966,33.0
28,28,21.540482248816065,21.22
29,29,15.462088901624055,12.4
30,30,36.15968875466036,24.0
31,31,20.653745657770422,12.77
32,32,9.02368437802521,11.55
33,33,33.548610230323916,21.0
34,34,19.241419790743173,10.9
35,35,10.99635174500394,11.8
36,36,9.815290827832568,14.9
37,37,18.2988099617811,13.8
38,38,28.905636056645083,39.3949
39,39,27.537647816675655,24.83
40,40,14.24823639717203,13.75
41,41,23.480248831602168,33.17
42,42,29.857658904805977,23.3
43,43,10.10196462199607,13.583
44,44,11.374250970603823,12.64
45,45,11.134257015913485,12.08
46,46,10.541999957840373,10.74
47,47,9.446067235542749,14.66
48,48,19.51880448579898,27.92
49,49,18.819257167446985,15.6
50,50,27.294462612906056,18.7
51,51,13.030114170768515,14.8
52,52,27.37914420467913,16.93
53,53,16.24248487744554,20.56
54,54,19.40093807516898,16.83
55,55,21.337443473774883,17.4
56,56,24.589385178262155,18.7379
57,57,16.349095417620656,14.29
