,Unnamed: 0,predicted_value,ground_truth
0,0,60.807497971003095,59.0
1,1,51.70498095374119,53.0
2,2,83.13225775635696,76.0
3,3,53.925127583112264,60.0
4,4,67.12321773924272,76.0
5,5,34.60349980386032,51.0
6,6,56.193685747765784,64.0
7,7,36.54711065407689,43.0
8,8,74.43563418701793,71.0
9,9,34.797665320277105,32.0
10,10,21.06910584380803,28.0
11,11,46.344092230227155,45.0
12,12,62.32165744050185,74.0
13,13,39.21577494202644,34.0
14,14,69.23270088794828,79.0
15,15,80.59931210017928,70.0
16,16,61.532394156517,65.0
17,17,45.49179627681368,47.0
18,18,41.61784909997446,54.0
19,19,34.924995321347076,43.0
20,20,90.27137561422575,80.0
21,21,71.60070336262164,66.0
22,22,18.73311305500114,23.0
23,23,21.435453680857616,22.0
24,24,70.37172189986784,72.0
25,25,47.06947899836825,56.0
26,26,44.211458675604334,40.0
27,27,34.32099176261005,37.0
28,28,73.21048436284217,68.0
29,29,86.44694627525263,82.0
30,30,48.88275765902205,40.0
31,31,90.79915614309978,83.0
32,32,42.25633740591377,37.0
33,33,45.79704498228357,31.0
34,34,56.64479585313941,50.0
35,35,88.11307783300008,82.0
36,36,42.54323411296889,48.0
37,37,55.90793631746409,56.0
38,38,70.27071614175695,77.0
39,39,28.011785779953065,30.0
40,40,77.59594975279867,72.0
41,41,53.03908884719226,53.0
42,42,52.79995694798329,64.0
43,43,42.7130609725452,44.0
44,44,36.548724150437636,42.0
45,45,35.08818547283144,28.0
46,46,52.575128356252314,55.0
47,47,74.02679502851196,69.0
48,48,80.8280587084678,87.0
49,49,57.651913260715226,64.0
50,50,48.10032487987803,50.0
51,51,63.82302521716395,60.0
52,52,49.9532720739144,57.0
53,53,53.152815423900215,57.0
54,54,39.755960677649355,39.0
55,55,41.50529527044978,25.0
56,56,74.35899034135736,69.0
57,57,52.67373546431697,46.0
58,58,70.504428376457,68.0
59,59,83.05133487848093,78.0
60,60,26.996295245415254,34.0
61,61,72.82996721492383,79.0
62,62,92.65630485065208,85.0
63,63,48.60278226442725,48.0
64,64,24.46533960499616,27.0
65,65,24.981317358157867,24.0
