,lambda_val,correlation
0,1.0,0.03426899450520674
1,1.0,-0.006376852591832479
2,1.0,0.0077083016124864425
3,1.0,-0.04639445928235848
4,1.0,-0.020168033118049305
5,1.0,-0.0010027696068088212
6,1.0,-0.03824427584186196
7,1.0,0.008399831907202799
8,1.0,-0.010711778809006015
9,1.0,0.007047483852754037
10,1.0,-0.010999362285171326
11,10.0,0.7256636222203573
12,1.141558064117769,0.6167284945646921
13,0.2868188485816178,0.09414874141414961
14,0.0,-0.20362778306783486
15,0.18576224997160667,-0.13579417578876019
16,0.31659245544043696,-0.11906783655285835
17,0.3705307125921193,-0.09388986105720201
18,0.4507752271220323,-0.06805062790711722
19,0.4736328003396976,-0.06053396368709703
20,0.5100957945927487,-0.060145314307495326
21,0.5254285053092506,-0.03949000810583432
22,0.4362885001206553,-0.05890725180506706
23,0.6698888927993952,-0.03749886279304822
24,0.7230976451468175,0.015376414793233076
25,0.7181486848358957,-0.015010730673869451
