,lambda_val,correlation
0,1.0,-0.03266935795545578
1,1.0,0.14926806713143986
2,0.7142857142857143,0.05172465182840824
3,0.7142857142857143,0.031354193886121116
4,0.7142857142857143,0.005601828917860985
5,0.7142857142857143,-0.08519169765835007
6,0.7142857142857143,0.06148667509357135
7,0.7142857142857143,-0.006225804487864176
8,0.7142857142857143,0.0013769790530204773
9,0.7142857142857143,-0.026820001755064975
10,0.7142857142857143,-0.049985629195968315
11,0.7177894292805858,0.022330565378069878
12,0.71455420374876,-0.0025126205291599035
13,0.7152164739760387,-0.060469805883864566
14,0.7165252904464265,-0.02761474500099818
15,0.717891235934055,-0.003962175299723943
16,0.7196996712871568,0.031956626956040665
17,0.7172486857616612,0.0006195146900912125
18,0.7173196744452344,-0.01597946183755994
19,0.717589301019071,-0.009090474108234048
20,0.717699077638792,-0.011260975850746036
21,0.7178018878406395,-0.01348303638709088
22,0.7182196024922395,-0.018554247760524355
23,0.7182169527554263,-0.026270529022440314
24,0.7184699303445718,-0.011716284808547545
25,0.7185953762512121,-0.004098255846959849
