,lambda_val,correlation
0,1.0,-0.09553354154923
1,1.0,-0.12722637938956421
2,1.4,0.06000790682931741
3,1.4,-0.04982603869090478
4,1.4,-0.1062168503801028
5,1.9599999999999997,0.12047454885517558
6,1.4,-0.007173926569521427
7,1.4,-0.03961790973941485
8,1.4,-0.029950487737854324
9,1.4,-0.03879705319801967
10,1.4,-0.10857359506189823
11,1.540595025316498,-0.037971255757535495
12,1.555819256757342,-0.051178096793591976
13,1.6036669144402165,-0.05418447187791268
14,1.6317273118723352,-0.05252206527317564
15,1.6521641115219443,-0.04976358039615055
16,0.0,-0.38785880307356513
17,1.756293880431032,-0.003034953416014711
18,1.7758348791112608,-0.030378030768285196
19,1.8203009057474224,-0.028710144261519112
20,1.8621099595106636,-0.015243909942607086
21,1.8674792181577085,0.0027204013895243406
22,1.8795785233136693,-0.03853469478781335
23,1.9118218493432975,-0.03757409596194823
24,1.9403518917470484,0.0170391242330273
25,1.933557098201647,-0.003523584920912981
