,lambda_val,correlation
0,1.0,0.0845020612080892
1,1.0,0.028014680991570156
2,1.0,-0.048210567173858486
3,1.0,-0.0037947007610152164
4,1.0,-0.03249935681621234
5,1.0,-0.022721043477455773
6,1.0,-0.03340517124161124
7,1.0,-0.04912451530496279
8,1.0,-0.07711962486306825
9,1.0,-0.09515592021246752
10,1.0,-0.0862179771065712
11,10.0,0.7224736710389454
12,1.58042341933831,0.7078109482924144
13,0.703569771981712,0.5927461286385853
14,0.0,-0.28868480026721954
15,0.07026444023943906,-0.17881589879592258
16,0.23384672796046257,-0.18060357371966043
17,0.37795337819988306,-0.13731219122807184
18,0.4400017973237817,-0.14249826098481816
19,0.4750306808797622,-0.12672412022948265
20,0.46799698469064654,-0.12825342516104382
21,0.47229770507722496,-0.1405705486734708
22,0.48547030012777564,-0.1233467807372411
23,0.4811685262950351,-0.14018519967794418
24,1.0118220922056005,-0.0380421729447941
25,1.295362048455626,0.04651574790477753
