,lambda_val,correlation
0,1.0,-0.18756787478923798
1,1.4,0.12207608421643576
2,1.0,0.06458516915639242
3,1.0,0.02564125321805477
4,1.0,-0.043031165997187294
5,1.0,0.06857061013579369
6,1.0,0.055501921102404594
7,1.0,0.025332219588259857
8,1.0,0.05137547850608826
9,1.0,0.024254861287772655
10,1.0,0.003673043102025986
11,0.8658679445689789,-0.03128846265220393
12,0.9336188010358921,-0.02208011969923973
13,0.9470740989381916,-0.02028484394152959
14,0.9526895359368965,-0.016531047488873206
15,0.9481199567232447,0.007977082083622616
16,0.9507414040036628,0.0015478148125112055
17,0.9548898029352424,0.02523599922036131
18,0.950285566708454,0.025508966219301023
19,0.9508729269605347,-0.011866258457303047
20,0.9572238542284985,0.02420523576438427
21,0.9448716393340818,0.010308613224575918
22,0.9475770740617442,-0.007809162062282363
23,0.948453224911798,0.0008826100577910742
24,0.9463294438568449,-0.004584233198935787
25,0.946490955152553,0.00046456275352587295
