,lambda_val,correlation
0,1.0,-0.069447527329127
1,1.0,-0.110157560557127
2,1.4,0.1832837164402008
3,1.0,0.05843437183648348
4,1.0,0.07478288374841213
5,1.0,0.008543990552425386
6,1.0,-0.02022392675280571
7,1.0,-0.020250707311788574
8,1.0,-0.007258828418950239
9,1.0,-0.005972569187482198
10,1.0,-0.07657382264733315
11,1.0225773932201037,-0.0352093813320001
12,1.0076539245456415,-0.07557044480927289
13,0.9986101407000049,-0.11801837477833033
14,0.9704429469104326,-0.061795974150300026
15,1.1012297617092341,-0.1076167927434047
16,0.896353382801436,-0.13091052944461506
17,1.4635134597334842,-0.00361634852985541
18,1.4903538151430193,-0.005211041134316473
19,1.5090762850901693,0.0015780095321436725
20,1.505328920183718,-0.02713374374434352
21,1.5490014023207372,-0.03124197944998741
22,1.5936408201981531,-0.012854100748275718
23,1.6077817483450667,-0.0019126360615094502
24,1.6139487304865676,0.0024959188885986805
25,1.59934350724882,0.015788499576350052
