,Unnamed: 0,predicted_value,ground_truth
0,0,9.078567481661262,12.81
1,1,15.34188226945787,7.0
2,2,9.524490057451615,14.36
3,3,8.247584104919317,9.3
4,4,29.90114081052731,20.02
5,5,10.516594114905097,10.96
6,6,9.680051249115383,12.15
7,7,13.55643982156524,13.18
8,8,17.785296864593576,16.88
9,9,5.724641994304191,9.4
10,10,8.833004223411159,13.78
11,11,11.55613148211015,10.4
12,12,10.796052491062056,14.3
13,13,21.5727092285552,22.77
14,14,24.03863348423396,19.08
15,15,21.3572964448997,46.0
16,16,4.653717549364212,8.3203
17,17,16.48958583585552,14.91
18,18,8.691263378111445,10.73
19,19,12.963725486240039,20.08
20,20,30.732970650827287,30.08
21,21,10.07576425401941,17.79
22,22,12.136105321700871,14.44
23,23,10.107193132423868,11.66
24,24,8.446264428900026,11.0
25,25,24.255868080403232,15.3
26,26,9.663339689775356,9.23
27,27,11.97389956527606,21.22
28,28,12.395476734453082,9.69
29,29,25.616227327961838,15.2
30,30,27.94878654749838,17.3
31,31,22.980198731011264,21.0
32,32,14.028566192068533,9.15
33,33,17.06513228786497,16.88
34,34,32.569385531825205,34.0534
35,35,10.921062618381537,17.8
36,36,23.609528711152024,27.0
37,37,11.917874476241078,15.0
38,38,7.332180792668138,10.19
39,39,21.034725903204055,16.2
40,40,28.5039847819185,25.34
41,41,20.59696316644528,16.0986
42,42,14.714452478086251,13.0
43,43,17.775426681500313,13.92
44,44,16.720461383848782,15.1
45,45,9.371746927592138,11.6
46,46,11.535398350022222,11.99
47,47,18.90203310164619,30.78
48,48,8.248092679731958,8.2656
49,49,39.198909018614415,24.83
50,50,33.28793207430401,19.7
51,51,18.76479279509944,19.5
52,52,17.68912397416757,13.28
53,53,20.461952228940245,23.0
54,54,12.671462171649749,22.76
55,55,13.356667455093005,12.44
56,56,12.505522222080067,12.4
57,57,32.37371137266168,29.0
