Unnamed: 0,predicted_value,ground_truth
0,13.729019601768655,12.92
1,19.193933874915707,19.08
2,11.248280860193598,14.75
3,15.624509877100964,14.1
4,11.26522042400818,9.71
5,11.192453958030693,13.9
6,8.650939395646256,12.38
7,15.316356791622137,15.92
8,9.69386546157028,11.99
9,19.825266088730057,19.66
10,14.903236074227223,10.2
11,13.88965558634143,15.6
12,10.817238979986161,8.75
13,8.845514425562438,10.53
14,14.635493332726528,14.8
15,20.60034850645454,17.4
16,16.873419145367915,17.31
17,10.821601763743375,12.81
18,18.41816009016766,15.91
19,15.865260054005569,14.77
20,7.544875744357347,9.7201
21,13.149311721411516,8.2656
22,13.006360723580471,14.0
23,19.409078207368516,16.1
24,9.983849542493875,8.26
25,16.798258463153662,15.6
26,8.395977965671923,11.03
27,9.766776916663806,8.88
28,5.7268141765494445,10.76
29,14.353040627267314,14.44
30,8.868628820522428,13.35
31,15.651557259311016,16.31
32,22.232337563328397,16.83
33,11.466152693714728,12.8
34,15.949681708210285,11.92
35,9.12194113162449,11.6
36,10.719070277550408,10.0
37,23.2030641765605,18.1547
38,14.485023586452694,13.78
39,18.41638676374476,14.18
40,8.208613048211987,10.73
41,9.451282674032566,9.3
