Unnamed: 0,predicted_value,ground_truth
0,14.636965054577596,14.9432
1,9.52171070117525,9.7201
2,13.166127451847428,12.67
3,11.078361850674964,8.86
4,10.384782293770451,12.38
5,26.37492749013634,17.13
6,8.720428361045315,11.0
7,5.868337354572684,12.1
8,7.443508575434478,12.66
9,17.76509417985689,11.85
10,19.803350825939283,14.41
11,17.842786308381875,16.6
12,19.148919604549413,15.5
13,16.414961198152035,17.3
14,21.90836346164911,17.8
15,11.618637131695857,9.7
16,16.025762739201568,15.04
17,20.14910470179946,13.25
18,14.059642077521572,14.3
19,20.90301700295275,17.9
20,11.854386204427872,14.425
21,12.059115150409337,13.8
22,19.45177555445736,13.8097
23,7.311391671870113,10.4
24,14.187747955086127,10.4
25,14.296563759177982,9.2
26,19.881477555144105,15.3
27,15.68435923813514,13.41
28,21.126882000377833,15.91
29,12.350697472914797,11.56
30,16.947563446499423,16.31
31,10.95385720637044,11.55
32,17.074012167643836,18.2615
33,11.214309330789836,16.0
34,10.39495628847673,12.1
35,6.09867817549396,7.29
36,8.619432142897377,9.21
37,9.361483944286054,9.97
38,9.029612361833536,10.86
39,23.392719869397627,18.7379
40,15.517429791815227,13.36
41,13.865904037846185,12.3
