Unnamed: 0,predicted_value,ground_truth
0,10.565852622432336,12.92
1,21.160877639562745,19.08
2,10.891969871353373,14.75
3,14.308346243168279,14.1
4,9.842295271064598,9.71
5,9.529326435254532,13.9
6,9.580464828988113,12.38
7,16.535794707573473,15.92
8,10.57545800858743,11.99
9,20.885255420165173,19.66
10,16.015296115449246,10.2
11,18.40056080174326,15.6
12,12.030109189514398,8.75
13,11.240035380665583,10.53
14,15.175114931100946,14.8
15,21.885666191039096,17.4
16,13.672132927694307,17.31
17,11.820795373878887,12.81
18,19.420636922376122,15.91
19,20.274273239705934,14.77
20,7.817299188612658,9.7201
21,13.73179398010815,8.2656
22,14.480759914004697,14.0
23,16.790320900271407,16.1
24,9.251755573088525,8.26
25,16.400308166101794,15.6
26,10.93223399473226,11.03
27,10.01954395677508,8.88
28,8.203254403867573,10.76
29,14.78291990770734,14.44
30,6.800748736318406,13.35
31,18.21637093646938,16.31
32,23.46690635450621,16.83
33,9.725015468895498,12.8
34,18.44239173117924,11.92
35,10.611836703566876,11.6
36,10.180202892767673,10.0
37,22.486755622070472,18.1547
38,15.306812492387955,13.78
39,18.026647262853132,14.18
40,8.09172534688856,10.73
41,6.380279123956087,9.3
