Unnamed: 0,predicted_value,ground_truth
0,15.548431017805155,14.9432
1,11.212495406897107,9.7201
2,13.581105722498032,12.67
3,9.412494116074127,8.86
4,9.304721839614828,12.38
5,26.754825921034623,17.13
6,8.9076372472529,11.0
7,6.815961009794668,12.1
8,7.981751330652881,12.66
9,14.987469117869198,11.85
10,19.72499871030287,14.41
11,16.78034319070403,16.6
12,19.801378317770904,15.5
13,16.77772888481954,17.3
14,19.96885250696599,17.8
15,11.025242168629102,9.7
16,14.283824293725178,15.04
17,17.532397784235684,13.25
18,14.148289078765481,14.3
19,21.43932483956934,17.9
20,13.181554853704363,14.425
21,12.380582637547963,13.8
22,19.50699836562079,13.8097
23,6.620118541571635,10.4
24,11.755095045185008,10.4
25,13.550735750126108,9.2
26,19.40226118807535,15.3
27,15.280226752645898,13.41
28,20.97990487078268,15.91
29,13.194831632080742,11.56
30,17.25851899308144,16.31
31,11.85186932778697,11.55
32,18.328804044802617,18.2615
33,12.601699630821374,16.0
34,9.167801879917299,12.1
35,5.575251826500315,7.29
36,8.793258706695516,9.21
37,8.908092396875588,9.97
38,9.829082055667461,10.86
39,22.69123138930208,18.7379
40,15.580271002859899,13.36
41,12.90408567620479,12.3
