,Unnamed: 0,predicted_value,ground_truth
0,0,84.51192328851862,85.0
1,1,65.30786997354264,76.0
2,2,69.05358579975058,76.0
3,3,56.060298683201204,63.0
4,4,57.236570522929924,59.0
5,5,65.59617401312082,67.0
6,6,41.113240183143645,47.0
7,7,79.84328124057541,78.0
8,8,85.21636064619483,85.0
9,9,35.8298939165993,43.0
10,10,72.99093752185975,72.0
11,11,62.52704115007497,63.0
12,12,76.23954428812958,79.0
13,13,67.87848567969255,72.0
14,14,27.49493847739853,34.0
15,15,79.35619152758268,83.0
16,16,52.29964279576924,41.0
17,17,55.99441423321509,58.0
18,18,71.01504707016474,68.0
19,19,73.88555692803669,65.0
20,20,72.37156040387782,79.0
21,21,72.6985032339847,75.0
22,22,39.39011076045235,39.0
23,23,33.45012999459702,24.0
24,24,67.75135663711474,70.0
25,25,77.26531369245704,80.0
26,26,78.90815490079396,82.0
27,27,33.87937716874904,26.0
28,28,80.3641119050395,80.0
29,29,28.130917922688255,52.0
30,30,31.983628784160974,31.0
31,31,59.25037538314461,50.0
32,32,79.70742021767516,71.0
33,33,81.13855252338804,82.0
34,34,41.053501542623266,61.0
35,35,68.22629071165832,56.0
36,36,51.94904825764603,53.0
37,37,49.274868799431836,46.0
38,38,84.60869818322848,84.0
39,39,71.46821791329789,66.0
40,40,64.26001200132347,69.0
41,41,51.77463104918307,48.0
42,42,31.923045031296773,37.0
