Unnamed: 0,predicted_value,ground_truth
0,59.828129477042665,51.0
1,53.4876252043274,53.0
2,88.97693892059097,80.0
3,57.01248674787642,60.0
4,75.884468349748,76.0
5,46.490620646815266,41.0
6,85.25699738864031,79.0
7,90.98748544968424,82.0
8,37.16012858202993,28.0
9,55.82196920591127,56.0
10,23.483153969222855,37.0
11,71.75500737411934,72.0
12,45.20844866785538,44.0
13,78.450093078354,68.0
14,68.69991016671888,75.0
15,58.96635628511312,58.0
16,74.21133580890839,78.0
17,73.81627021954861,62.0
18,62.50775498460619,62.0
19,69.99498852790587,71.0
20,64.83568644356417,67.0
21,32.427918128731875,34.0
22,51.206810581163126,39.0
23,46.88710154819212,41.0
24,70.30478961711596,69.0
25,80.05753501144937,83.0
26,70.62957376315447,69.0
27,40.22044817042787,33.0
28,69.62483934418402,64.0
29,22.162659575418886,19.0
30,60.876518391000744,63.0
31,77.08331344060561,87.0
32,87.79132096155546,87.0
33,48.00401063689154,44.0
34,47.94763513775862,51.0
35,57.647727444297146,54.0
36,83.45082494334841,77.0
37,68.77838648911582,66.0
38,71.6350206280533,73.0
39,68.00275589370314,68.0
40,87.6309539784334,78.0
41,63.39832165404696,65.0
42,76.5992200986556,79.0
