,Unnamed: 0,predicted_value,ground_truth
0,0,64.05901535796686,63.0
1,1,79.37056062947762,83.0
2,2,75.9192203877458,73.0
3,3,64.95634569445733,62.0
4,4,44.38754954569772,52.0
5,5,65.65390263094547,58.0
6,6,43.22936113863244,47.0
7,7,63.78401059312677,68.0
8,8,59.32974699740541,69.0
9,9,85.07501901353794,86.0
10,10,48.36063497723267,42.0
11,11,61.044683059821836,62.0
12,12,77.73545259083227,79.0
13,13,71.33364642058916,79.0
14,14,68.23362059455388,63.0
15,15,82.03198664571309,74.0
16,16,54.94958186903442,47.0
17,17,15.725196637573807,30.0
18,18,31.993519734035015,37.0
19,19,63.097667598844325,55.0
20,20,41.19218255296441,27.0
21,21,67.01466937599717,72.0
22,22,66.14932160703455,65.0
23,23,71.47992382026517,71.0
24,24,81.61350012361196,78.0
25,25,80.93885095529137,88.0
26,26,45.35115148033358,53.0
27,27,61.00995248967079,66.0
28,28,67.19113413641335,76.0
29,29,44.83593758978836,48.0
30,30,26.255253365059495,32.0
31,31,74.72442602945807,76.0
32,32,84.86005897747425,80.0
33,33,72.96841749485365,66.0
34,34,85.26722814416313,68.0
35,35,43.67984300966895,41.0
36,36,78.15668711555658,80.0
37,37,73.54936151664258,69.0
38,38,30.805565752678685,36.0
39,39,80.53964111966756,81.0
40,40,22.994261978181292,24.0
41,41,62.993518880398376,60.0
42,42,50.11625890766446,51.0
