Unnamed: 0,predicted_value,ground_truth
0,61.54399506542035,62.0
1,40.10474070790836,53.0
2,37.93486075737111,42.0
3,77.94450140383144,70.0
4,44.613833070344356,46.0
5,86.25541755951294,75.0
6,84.42149174902735,79.0
7,79.2750227577447,79.0
8,69.17143200578886,76.0
9,73.29672167863642,68.0
10,77.63496505188543,66.0
11,85.9664591840694,80.0
12,70.90473898900689,65.0
13,65.40693247839533,66.0
14,22.398406696853044,24.0
15,42.93163394496689,53.0
16,55.42374108859164,56.0
17,33.37056932227953,43.0
18,37.026582648536866,35.0
19,83.06683711550298,80.0
20,67.41501449624505,63.0
21,68.11872612410176,63.0
22,48.58188777682849,46.0
23,83.33539167114952,78.0
24,41.09695239265465,29.0
25,73.89726832228655,73.0
26,36.83643036220363,37.0
27,88.80809585154195,83.0
28,73.3309685890909,84.0
29,82.00380626441954,85.0
30,49.128571353156296,58.0
31,90.01270266589391,82.0
32,44.89439079373623,49.0
33,33.08242275478545,24.0
34,74.47745192465986,71.0
35,80.14264635952527,73.0
36,65.88777417763114,69.0
37,43.812395933724844,48.0
38,80.08172260998089,68.0
39,64.09731449330387,60.0
40,35.08814906997941,36.0
41,89.58757363084415,82.0
42,76.53993647380042,76.0
