Unnamed: 0,predicted_value,ground_truth
0,52.04768072929324,47.0
1,81.53206550477934,81.0
2,70.01499928915744,77.0
3,63.3590295818482,62.0
4,43.780900452637724,48.0
5,86.39326975495406,80.0
6,75.12438385220335,77.0
7,63.519584104838906,69.0
8,44.622253959206866,49.0
9,85.39886570118027,71.0
10,39.766536840043464,32.0
11,44.88082275734278,37.0
12,37.13521711581867,26.0
13,67.12874475555977,63.0
14,74.1751079886546,74.0
15,73.29188437131046,62.0
16,56.325035632229365,57.0
17,76.88775602849294,79.0
18,56.4608415858688,52.0
19,51.503557540818655,42.0
20,74.59382963020805,71.0
21,73.61409821057282,83.0
22,69.17844711039238,66.0
23,65.05965888259239,65.0
24,65.57483038327233,72.0
25,67.63122107959144,64.0
26,50.347705523404734,53.0
27,39.33647874917192,43.0
28,86.53906469319425,85.0
29,72.35301504899977,78.0
30,25.945348079950545,27.0
31,73.96438788215237,70.0
32,82.06407946603836,73.0
33,65.86628985280915,66.0
34,28.996790563372823,33.0
35,85.01636474603133,68.0
36,84.33499852897896,84.0
37,50.49851267615151,57.0
38,86.42677833561663,80.0
39,74.02863320582998,79.0
40,32.00015868929166,37.0
41,39.62328127040891,44.0
42,54.791378404850114,55.0
