Unnamed: 0,predicted_value,ground_truth
0,51.62425129071626,47.0
1,82.92141791112245,81.0
2,72.74262876317819,77.0
3,60.74201639711363,62.0
4,43.26999139514541,48.0
5,85.93062172969779,80.0
6,76.76189297489779,77.0
7,63.30994820216281,69.0
8,46.23977785526954,49.0
9,85.16001462725727,71.0
10,39.584092501738674,32.0
11,45.7433038083908,37.0
12,36.083343479668955,26.0
13,66.8191564966998,63.0
14,72.68615490078443,74.0
15,73.25210566432534,62.0
16,56.01795025309035,57.0
17,75.29599976226827,79.0
18,56.44514428000512,52.0
19,53.1906318031725,42.0
20,72.64302347445374,71.0
21,73.11095320867634,83.0
22,66.48613272252486,66.0
23,64.17768281772388,65.0
24,66.48636330728715,72.0
25,68.79373701909537,64.0
26,49.645159402052045,53.0
27,39.81964047879039,43.0
28,85.08735781155455,85.0
29,73.4012967616283,78.0
30,26.970120877286675,27.0
31,71.80908532562687,70.0
32,81.62284230211607,73.0
33,65.21684273060974,66.0
34,29.312198352508677,33.0
35,83.596455608137,68.0
36,83.8400946495359,84.0
37,50.50046834585755,57.0
38,88.55913353108298,80.0
39,73.45972525383979,79.0
40,30.61267188979568,37.0
41,39.745643565617804,44.0
42,55.16446028813289,55.0
