Unnamed: 0,predicted_value,ground_truth
0,62.10057748699181,62.0
1,41.43485104387289,53.0
2,38.180585463835676,42.0
3,76.2435014632932,70.0
4,43.82957717839466,46.0
5,86.42893273457092,75.0
6,85.71831454255124,79.0
7,79.17988072093142,79.0
8,69.26879360275505,76.0
9,74.9861059742301,68.0
10,77.76265461140426,66.0
11,84.86507540448267,80.0
12,70.83307094015981,65.0
13,65.98749983530855,66.0
14,23.28511102060025,24.0
15,43.92256000607622,53.0
16,54.26615823666988,56.0
17,33.567162228333196,43.0
18,35.466371767297105,35.0
19,83.65605127828947,80.0
20,66.80846749222546,63.0
21,68.17979661327043,63.0
22,47.127369444141806,46.0
23,85.97095013804345,78.0
24,40.8736381866017,29.0
25,75.67092722339298,73.0
26,35.07274989075554,37.0
27,86.53950392945708,83.0
28,74.25518130341685,84.0
29,80.61435076528286,85.0
30,49.22453587541001,58.0
31,88.08707692987312,82.0
32,43.73805236449747,49.0
33,31.55942762945146,24.0
34,72.84867581475628,71.0
35,82.72706829190851,73.0
36,68.63595691599849,69.0
37,42.596109796076846,48.0
38,81.67783727698163,68.0
39,63.87926109925696,60.0
40,32.25157006974441,36.0
41,88.56348309912168,82.0
42,75.25277840507209,76.0
