,Unnamed: 0,predicted_value,ground_truth
0,0,21.613880481801264,28.0
1,1,75.2896812609092,62.0
2,2,44.84828672633952,42.0
3,3,39.47785992606256,39.0
4,4,57.94756306425363,66.0
5,5,75.88557595411815,73.0
6,6,62.679185770325354,67.0
7,7,18.899730445074873,25.0
8,8,49.21569897010308,52.0
9,9,85.51393328731565,73.0
10,10,77.80052321866712,75.0
11,11,88.68918848471672,84.0
12,12,49.983872142429966,44.0
13,13,75.90524744766786,77.0
14,14,28.88688565656431,47.0
15,15,59.88463963470369,61.0
16,16,61.648586598885764,56.0
17,17,51.979422384864456,60.0
18,18,49.18017312524196,42.0
19,19,60.57429548418248,75.0
20,20,82.09126655838665,78.0
21,21,52.97608440716685,67.0
22,22,30.648858275600457,32.0
23,23,38.367931656606665,38.0
24,24,22.97722202218659,30.0
25,25,70.14741725132966,63.0
26,26,35.72535275576277,34.0
27,27,79.95050750296949,71.0
28,28,52.36793887984053,49.0
29,29,31.1628536242079,28.0
30,30,64.94657500592824,66.0
31,31,49.3253515809815,46.0
32,32,79.67896758486306,79.0
33,33,81.52125872317316,69.0
34,34,53.990308656792436,57.0
35,35,87.87125866655371,85.0
36,36,46.12686072481853,54.0
37,37,55.61060964384198,57.0
38,38,72.7908124247111,76.0
39,39,80.01193032490708,80.0
40,40,65.85938357664529,69.0
41,41,36.70523171998238,36.0
42,42,26.163894916032405,18.0
43,43,68.96004990332806,62.0
44,44,83.17328865100761,82.0
45,45,49.27163500143012,45.0
46,46,84.3038148720999,82.0
47,47,31.053462985094296,34.0
48,48,44.835613139502975,55.0
49,49,88.72242404423487,83.0
50,50,50.01631391625731,47.0
51,51,37.70022184522783,31.0
52,52,32.424073398696294,37.0
53,53,75.49063496702142,79.0
54,54,20.398624946442133,20.0
55,55,32.39457740179512,35.0
56,56,41.94070933111305,52.0
57,57,21.74625267830833,28.0
58,58,52.44987307905451,56.0
59,59,67.34625885841685,61.0
60,60,73.0201063038008,71.0
61,61,35.863818887743065,38.0
62,62,40.65066928946875,47.0
63,63,39.779344453663114,50.0
64,64,41.56038367007099,49.0
65,65,28.325791607408327,18.0
