,Unnamed: 0,predicted_value,ground_truth
0,0,61.95545212414119,55.0
1,1,53.60946593991333,58.0
2,2,24.838210793339023,26.0
3,3,81.57928854885749,76.0
4,4,27.79023033230312,34.0
5,5,33.30829245020777,28.0
6,6,49.66540891649439,53.0
7,7,49.67730537243625,44.0
8,8,38.86976377366584,42.0
9,9,51.851792080451396,56.0
10,10,46.07464896837206,45.0
11,11,77.1212386746891,79.0
12,12,80.11679127035492,81.0
13,13,78.69033505024534,78.0
14,14,58.694045605251134,66.0
15,15,64.16130484183785,59.0
16,16,74.60970880140384,63.0
17,17,39.98952391151629,37.0
18,18,45.818664197673044,49.0
19,19,62.495568356059465,71.0
20,20,78.247805737485,86.0
21,21,31.513635414686142,41.0
22,22,78.1929323650978,76.0
23,23,78.50559797648037,66.0
24,24,69.15781676556902,68.0
25,25,76.7768407508904,68.0
26,26,26.740069478968763,23.0
27,27,81.72215720669166,72.0
28,28,32.14492507006534,31.0
29,29,54.21397083062729,55.0
30,30,43.91396223470483,47.0
31,31,49.462153314750914,40.0
32,32,64.199970944405,60.0
33,33,21.605267749329247,19.0
34,34,82.653462966143,82.0
35,35,37.57770272244834,31.0
36,36,50.00089281954655,38.0
37,37,25.604036763006842,36.0
38,38,23.685056290878208,26.0
39,39,43.07081146822301,35.0
40,40,77.73626651707212,76.0
41,41,63.67288700176457,62.0
42,42,35.37741050375831,28.0
43,43,55.29024919224524,50.0
44,44,86.09426722358778,85.0
45,45,83.65072829037057,79.0
46,46,51.76838016026356,45.0
47,47,45.27992682926171,40.0
48,48,81.53901636970065,80.0
49,49,51.79015205260503,37.0
50,50,28.521889929735657,32.0
51,51,89.36027043452908,78.0
52,52,64.02183748030765,64.0
53,53,42.966270707366235,30.0
54,54,45.229496409806636,24.0
55,55,63.76200511951762,58.0
56,56,54.01322548042941,56.0
57,57,82.10032319144973,72.0
58,58,78.25693489985666,70.0
59,59,50.04055052119847,47.0
60,60,51.82540346165031,52.0
61,61,40.257848154640804,43.0
62,62,72.34594439488515,61.0
63,63,77.60778038989653,70.0
64,64,44.45931491708295,48.0
65,65,80.29496846696664,71.0
