,Unnamed: 0,predicted_value,ground_truth
0,0,10.633370940189456,12.4
1,1,42.053610797828824,23.1
2,2,11.431568173611197,14.03
3,3,11.525087476925416,11.56
4,4,6.523255327407726,10.0
5,5,53.5446167417174,22.4367
6,6,7.674935823321027,10.8
7,7,16.588163786560067,16.66
8,8,3.6126424848728433,12.49
9,9,10.573076249173296,17.8
10,10,13.443559558960182,9.69
11,11,11.85410914838979,13.72
12,12,30.06568539648356,29.2
13,13,25.073596365373056,20.9
14,14,14.258685588231222,10.46
15,15,15.56905674235108,18.9
16,16,6.520537940034992,13.9
17,17,5.444394687476578,12.08
18,18,12.30672345092398,12.68
19,19,7.523430842556585,8.42
20,20,8.311811790597428,12.9
21,21,17.110254384533253,15.74
22,22,20.363543897697312,16.31
23,23,16.504571369866095,14.37
24,24,37.506273171914124,37.0
25,25,13.940783595214441,9.31
26,26,14.628757335066409,22.76
27,27,17.42051127957527,26.8
28,28,21.818576368202695,9.15
29,29,13.944857123937249,15.8
30,30,27.589852832028505,19.16
31,31,18.78707977418309,20.0
32,32,51.14544785170098,44.2
33,33,8.555097082882138,13.33
34,34,27.878236205043915,14.91
35,35,12.88159125875319,14.7
36,36,3.648684876437805,11.03
37,37,14.473502121509544,12.64
38,38,13.772548900831518,17.31
39,39,4.249159423510768,7.66
40,40,18.198672673101,16.9
41,41,25.634987837577942,27.03
42,42,36.65439350003129,25.0
43,43,13.620987768668641,34.0068
44,44,11.967107882288259,14.0
45,45,13.13070608712994,10.99
46,46,37.00569536577154,21.0
47,47,2.60137689837738,8.3203
48,48,45.248400763169094,26.1465
49,49,11.491474909510902,14.9432
50,50,16.006023521854797,15.284
51,51,20.314166399782874,15.25
52,52,10.299397736317658,9.71
53,53,2.554804588204141,9.2081
54,54,9.10687985972458,11.8
55,55,22.028123177815797,23.0
56,56,5.632491662887627,13.75
57,57,5.885674915314603,12.09
