,Unnamed: 0,predicted_value,ground_truth
0,0,17.997377458515768,23.65
1,1,8.818795569538883,8.5
2,2,23.35137242846064,17.4
3,3,7.1572962412192345,11.8
4,4,11.666863030893657,15.27
5,5,8.064848548050028,9.69
6,6,11.897423304254701,13.6
7,7,8.000514642214043,12.9
8,8,5.8825280121827594,8.9363
9,9,47.26016389300032,26.0
10,10,15.246755621661169,15.53
11,11,12.177707302546233,14.25
12,12,8.25392746642164,12.49
13,13,14.816439528920405,13.628
14,14,17.57686686636427,17.0
15,15,11.258432264479568,14.652999999999999
16,16,8.773556113086777,8.88
17,17,15.282227008813473,15.82
18,18,20.466930737251573,21.33
19,19,18.925180841575028,17.4
20,20,4.012527567737029,7.66
21,21,9.352360633899082,12.92
22,22,6.191318183282223,9.75
23,23,11.13917467898008,12.76
24,24,9.977187673739186,13.8
25,25,6.388585570538051,9.82
26,26,38.124166833426415,23.0
27,27,24.99089285222994,18.7379
28,28,33.20523274647538,46.0
29,29,9.568152017687277,12.58
30,30,5.950459813562496,13.77
31,31,8.193251346192557,10.52
32,32,14.719694618159089,17.8
33,33,15.537924638930253,14.8
34,34,9.394617565206309,12.09
35,35,11.335726379981264,7.19
36,36,13.078566146194197,9.73
37,37,31.632381941004923,27.0
38,38,24.24286746073507,18.3
39,39,7.793810078257318,10.46
40,40,13.86031338637161,21.0
41,41,6.549120884812261,11.55
42,42,23.385927497646747,39.3949
43,43,19.729694540633204,28.0
44,44,9.774825139360852,10.9
45,45,13.031625811948622,16.6
46,46,8.869499994253458,9.23
47,47,10.63970951932605,14.2
48,48,4.247212769197547,11.8816
49,49,32.63323622859168,32.0
50,50,24.099324454628164,14.29
51,51,26.312576710860945,16.1
52,52,39.05158991458467,33.0
53,53,18.74654974471997,20.0
54,54,12.381032569689708,13.6
55,55,7.888047092624214,11.0
56,56,20.601090467714414,22.77
57,57,22.77656856386677,20.33
