,Unnamed: 0,predicted_value,ground_truth
0,0,82.00175049324113,81.0
1,1,40.229681394334065,45.0
2,2,59.67662625244097,60.0
3,3,35.112275808939295,50.0
4,4,39.97745754883634,35.0
5,5,59.45670138705169,60.0
6,6,79.86261320338606,73.0
7,7,55.34989729349754,56.0
8,8,76.13228137207452,79.0
9,9,60.9479832134044,64.0
10,10,42.505449289862234,36.0
11,11,72.40411978125191,68.0
12,12,90.19860270477241,80.0
13,13,48.642282369878146,54.0
14,14,40.026007547576334,36.0
15,15,45.03197450699337,48.0
16,16,42.1221289519382,40.0
17,17,23.586511050197075,28.0
18,18,50.77687074971826,58.0
19,19,25.33350199934758,25.0
20,20,28.119932853806116,37.0
21,21,19.850046677939545,24.0
22,22,60.57761340956635,56.0
23,23,81.71319445833026,85.0
24,24,78.63045379390707,70.0
25,25,50.22100232602914,48.0
26,26,75.19460855567417,79.0
27,27,64.52574928709632,58.0
28,28,34.821283088172535,41.0
29,29,71.0628681840268,63.0
30,30,47.46253426820708,40.0
31,31,81.26370112427014,76.0
32,32,78.92280237779117,79.0
33,33,78.91336935229964,75.0
34,34,52.31957760627059,44.0
35,35,39.710055986810254,42.0
36,36,78.152678573396,81.0
37,37,54.660491394020276,53.0
38,38,33.604280982068765,29.0
39,39,70.05254603007089,64.0
40,40,25.248549976723275,18.0
41,41,28.110790984340575,32.0
42,42,87.11146354304142,84.0
43,43,61.21013752070375,66.0
44,44,73.17275020234032,68.0
45,45,33.082058806593594,24.0
46,46,36.699573586904,40.0
47,47,31.383109676108187,25.0
48,48,39.246500139007686,27.0
49,49,82.2767801282729,79.0
50,50,46.31847695319078,51.0
51,51,87.32705222495873,82.0
52,52,49.84452361752766,44.0
53,53,68.78009750260411,61.0
54,54,42.23180667486572,34.0
55,55,68.66262517831653,73.0
56,56,59.166576762480496,55.0
57,57,84.02688139733205,71.0
58,58,83.00941893729224,70.0
59,59,91.64626699480333,74.0
60,60,59.40725858145708,53.0
61,61,73.64465932727236,69.0
62,62,33.135820605636475,33.0
63,63,62.55350349084086,65.0
64,64,49.45424024563887,49.0
65,65,48.90860525791863,47.0
