,Unnamed: 0,predicted_value,ground_truth
0,0,54.07455649700523,52.0
1,1,24.911919588872024,37.0
2,2,80.03447145291209,71.0
3,3,82.32903664926539,78.0
4,4,81.96222640856163,80.0
5,5,80.63284176687046,77.0
6,6,55.45554490876681,62.0
7,7,41.32467345622437,55.0
8,8,42.190179875481284,43.0
9,9,76.77905358733342,84.0
10,10,72.82910326255268,72.0
11,11,42.487728958995014,51.0
12,12,84.52609700657541,76.0
13,13,37.4097081212409,33.0
14,14,55.74837529086545,60.0
15,15,85.9836264600111,79.0
16,16,43.678846119738566,48.0
17,17,82.41252779098154,74.0
18,18,70.95620602151641,71.0
19,19,24.276473151950132,26.0
20,20,29.812462860400398,18.0
21,21,65.47342189328336,68.0
22,22,35.280299615873155,38.0
23,23,79.58388097374109,81.0
24,24,54.83544736787063,58.0
25,25,70.22380617083574,78.0
26,26,93.75325154769968,83.0
27,27,35.064025265650514,39.0
28,28,26.474433992103375,33.0
29,29,59.112892916663704,66.0
30,30,61.72039249733249,60.0
31,31,85.07397817904814,70.0
32,32,23.326940226623194,26.0
33,33,40.447224128961125,46.0
34,34,23.065686704845056,37.0
35,35,56.03707158942343,63.0
36,36,40.350490214587424,44.0
37,37,43.27206771783161,51.0
38,38,47.344443021600014,51.0
39,39,46.836583546765866,47.0
40,40,28.09559863103088,25.0
41,41,68.8138277793116,59.0
42,42,28.237923103052214,32.0
43,43,69.14853757335678,72.0
44,44,73.99923842353903,65.0
45,45,81.88616184116249,68.0
46,46,34.93845555644819,39.0
47,47,52.562500184126975,55.0
48,48,20.30917166846015,24.0
49,49,46.46602789704237,56.0
50,50,83.3191983754082,69.0
51,51,81.82528020683937,83.0
52,52,38.26749458651487,46.0
53,53,33.56695165957992,29.0
54,54,21.675643140401952,18.0
55,55,86.39091024586811,84.0
56,56,67.71340776448739,48.0
57,57,45.160011909398,54.0
58,58,31.880529318100677,35.0
59,59,58.7687649929051,58.0
60,60,40.65920592779436,41.0
61,61,53.276113028901335,53.0
62,62,27.62480028895837,28.0
63,63,37.07934548574922,35.0
64,64,68.50361625809992,62.0
65,65,78.76436663539722,74.0
