Unnamed: 0,predicted_value,ground_truth
0,45.036939064353355,51.0
1,75.57095008257643,79.0
2,86.49142359554786,85.0
3,75.46930950486625,62.0
4,59.350545225993805,59.0
5,77.70886901397036,79.0
6,90.90092444828024,83.0
7,77.55145651104583,78.0
8,34.99487967210229,34.0
9,80.05834589126317,71.0
10,78.60167206177914,76.0
11,48.04767448743202,57.0
12,84.35501240598235,80.0
13,84.05984460542109,82.0
14,78.05685495621944,66.0
15,35.26611883029491,27.0
16,82.03437702686375,70.0
17,69.44595529139707,68.0
18,61.6938406176173,65.0
19,63.260471491323884,68.0
20,17.203238771082887,19.0
21,84.74984895792693,85.0
22,49.26110823622845,56.0
23,34.771564136752794,39.0
24,73.15864935588156,76.0
25,56.7938796579835,64.0
26,53.388927984652945,54.0
27,69.60893317969546,73.0
28,39.312560992777755,40.0
29,52.315945686695436,52.0
30,81.24740658201122,75.0
31,74.49835786854035,72.0
32,75.76531830178942,70.0
33,63.721364988116996,67.0
34,23.28113218938007,30.0
35,47.88315615505532,51.0
36,83.11491636788199,80.0
37,72.77189709579339,84.0
38,33.2526931707055,45.0
39,41.0522383140243,42.0
40,62.334863754308884,63.0
41,38.41479741828042,46.0
42,75.56786578854079,81.0
