Unnamed: 0,predicted_value,ground_truth
0,59.7678022491561,62.0
1,46.63784736930052,53.0
2,43.608734867325914,42.0
3,78.87741230101706,70.0
4,47.46327423543914,46.0
5,92.3899372630569,75.0
6,90.9271008652534,79.0
7,84.25570106195937,79.0
8,64.34147203102007,76.0
9,69.79755114163386,68.0
10,83.50566606336872,66.0
11,81.22785982513254,80.0
12,70.96897444472322,65.0
13,58.740597384363305,66.0
14,25.64982252049816,24.0
15,47.182005550274056,53.0
16,58.02306414151687,56.0
17,40.134317945847066,43.0
18,38.536598434461126,35.0
19,82.34523221260477,80.0
20,64.24035283974453,63.0
21,73.58662129010058,63.0
22,40.532684841328305,46.0
23,82.66836490159368,78.0
24,35.03075923954552,29.0
25,75.29315608690194,73.0
26,36.52225352628671,37.0
27,80.09416538318978,83.0
28,82.1712493889079,84.0
29,75.42654891821726,85.0
30,57.16287456040036,58.0
31,85.7913836835495,82.0
32,42.89829831887559,49.0
33,31.660145324932838,24.0
34,73.21829547384058,71.0
35,87.96507733890199,73.0
36,63.87447429537257,69.0
37,46.17119348587294,48.0
38,78.22063978796102,68.0
39,59.38236721096707,60.0
40,35.79032336020792,36.0
41,89.50021118784684,82.0
42,76.15871846084256,76.0
