,Unnamed: 0,predicted_value,ground_truth
0,0,71.56095265061892,66.0
1,1,24.620257887801205,24.0
2,2,27.542649822949226,41.0
3,3,58.13582219959805,63.0
4,4,46.540654413363704,56.0
5,5,80.45621757704575,78.0
6,6,79.02837586816305,76.0
7,7,75.02852939435813,79.0
8,8,16.438234203738197,70.0
9,9,47.47466427166456,47.0
10,10,78.31292925399451,86.0
11,11,78.22660015225475,80.0
12,12,20.719115578178357,24.0
13,13,70.36691096619404,71.0
14,14,60.96851023861774,72.0
15,15,82.11442206515808,85.0
16,16,61.94301518052899,68.0
17,17,71.82104202947745,79.0
18,18,44.96832840132531,48.0
19,19,35.092135892723036,37.0
20,20,47.24132834266149,54.0
21,21,32.67315772618684,36.0
22,22,31.20143634309504,32.0
23,23,78.90057940895782,72.0
24,24,85.3683679565637,80.0
25,25,79.86658368953181,84.0
26,26,71.90039133150209,71.0
27,27,47.04403879334515,44.0
28,28,77.27003696919017,81.0
29,29,44.1521608282149,48.0
30,30,69.92661417942725,69.0
31,31,72.68753395853395,60.0
32,32,32.34749496579407,29.0
33,33,71.58663096641298,77.0
34,34,62.81207739021742,64.0
35,35,34.006568867555146,42.0
36,36,63.87376615320197,62.0
37,37,65.88301538214486,65.0
38,38,39.96715373775652,53.0
39,39,51.74926872446616,57.0
40,40,66.81328063912486,67.0
41,41,87.31780764910553,74.0
42,42,62.70291332267279,68.0
