,Unnamed: 0,predicted_value,ground_truth
0,0,82.40933173567352,85.0
1,1,61.61845960012477,76.0
2,2,76.30734718897517,76.0
3,3,60.106282316263254,63.0
4,4,56.31733964062141,59.0
5,5,62.150413504275065,67.0
6,6,51.0683222594949,47.0
7,7,76.2402923654208,78.0
8,8,83.86266622448329,85.0
9,9,35.92877995858901,43.0
10,10,72.25259243935687,72.0
11,11,63.85533108714339,63.0
12,12,67.97861796808041,79.0
13,13,75.65320322506489,72.0
14,14,34.987246873518956,34.0
15,15,83.3114127892864,83.0
16,16,48.67687755494408,41.0
17,17,59.458644442127714,58.0
18,18,56.901825905392485,68.0
19,19,75.93017205038677,65.0
20,20,74.90322331669101,79.0
21,21,70.39913178061951,75.0
22,22,48.875569953314006,39.0
23,23,34.375575507834064,24.0
24,24,76.75942754699075,70.0
25,25,76.22610625380857,80.0
26,26,79.56534941118007,82.0
27,27,39.37424418226764,26.0
28,28,73.01817201424254,80.0
29,29,50.42514598671021,52.0
30,30,30.59522408032186,31.0
31,31,59.82293820445827,50.0
32,32,76.41563912420199,71.0
33,33,71.81597984537412,82.0
34,34,55.818085460192826,61.0
35,35,55.081050680941615,56.0
36,36,49.35954982667892,53.0
37,37,45.65592387280358,46.0
38,38,78.40362931960611,84.0
39,39,75.06224274695148,66.0
40,40,59.33560251219111,69.0
41,41,49.73454857436446,48.0
42,42,31.542731248501518,37.0
