Unnamed: 0,predicted_value,ground_truth
0,75.18680841316396,81.0
1,42.917104525206796,44.0
2,60.446053444434305,63.0
3,33.10491248349541,30.0
4,62.177925915718916,71.0
5,66.50289600270585,68.0
6,39.6216451668945,52.0
7,75.77874118556872,68.0
8,58.018489545551354,50.0
9,68.02457226010233,76.0
10,61.56536452653132,66.0
11,42.835138097237675,34.0
12,65.95182700109282,69.0
13,84.85690887241284,74.0
14,83.84588814275887,79.0
15,25.53704700205475,20.0
16,77.06037233853714,70.0
17,79.38174196244702,84.0
18,46.41608796013462,48.0
19,43.840947381617774,47.0
20,67.68758541653656,64.0
21,63.47427528684714,61.0
22,82.06830823535829,80.0
23,38.86157626876637,37.0
24,78.93961837763673,73.0
25,56.71380333016274,60.0
26,45.72238895104242,42.0
27,68.69212381477038,79.0
28,71.76570234264292,72.0
29,80.55163125327391,86.0
30,36.872539420344246,27.0
31,89.67495642434432,78.0
32,75.3959348554377,66.0
33,32.36364618346708,37.0
34,81.13321915675323,85.0
35,58.3672591014413,62.0
36,63.12907961056849,65.0
37,43.24051537983211,43.0
38,53.55922967970255,52.0
39,67.10013765470849,76.0
40,63.55469287638918,59.0
41,53.51431523368764,56.0
42,87.60925550827065,78.0
