Unnamed: 0,predicted_value,ground_truth
0,60.219280346708594,62.0
1,46.34512461131525,53.0
2,43.39029291122806,42.0
3,79.14636063104437,70.0
4,48.218752854728486,46.0
5,92.17044555734671,75.0
6,92.13403927531475,79.0
7,81.8514594664703,79.0
8,64.68805084711308,76.0
9,68.37231774696524,68.0
10,80.14502124131846,66.0
11,80.96412756944672,80.0
12,69.04445329687084,65.0
13,58.6867434428457,66.0
14,26.57503879145372,24.0
15,47.41736209563144,53.0
16,57.277754524889474,56.0
17,39.58360353363612,43.0
18,37.126663894320636,35.0
19,83.83655629935227,80.0
20,65.45057472342344,63.0
21,74.05420073952877,63.0
22,41.18550329211191,46.0
23,83.01749810784341,78.0
24,36.68007011747653,29.0
25,76.48229962040074,73.0
26,38.638123699905634,37.0
27,79.12798409709384,83.0
28,82.9993655272177,84.0
29,76.41126149558805,85.0
30,57.87875384960573,58.0
31,85.82317051814883,82.0
32,42.83185235081053,49.0
33,34.33382236678413,24.0
34,72.67148442473315,71.0
35,89.4882764873785,73.0
36,65.02473688149772,69.0
37,47.00603287537929,48.0
38,79.30322509584924,68.0
39,61.63716756184313,60.0
40,34.60121169184925,36.0
41,89.81792514757254,82.0
42,75.11290647911657,76.0
